timestamp,symbol,order_id,side,price,size,order_type,action,session_id,cbdr_window,metadata,additional_data,data_type
2025-11-14 07:08:13.334000+00:00,MNQZ5.CME@RITHMIC,70124960480099,SELL,25100.0,22,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 22, 'isBid': False, 'price': 100400, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:08:13.282000+00:00,MNQZ5.CME@RITHMIC,70124908397299,SELL,25250.0,75,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 75, 'isBid': False, 'price': 101000, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:08:13.276000+00:00,MNQZ5.CME@RITHMIC,70124902057600,SELL,25300.0,94,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 94, 'isBid': False, 'price': 101200, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:08:13.126000+00:00,MNQZ5.CME@RITHMIC,70124752251600,BUY,25011.0,22,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 22, 'isBid': True, 'price': 100044, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:08:13.080000+00:00,MNQZ5.CME@RITHMIC,70124706596200,BUY,25002.0,27,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 27, 'isBid': True, 'price': 100008, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:08:13.008000+00:00,MNQZ5.CME@RITHMIC,70124634499700,BUY,24988.75,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 23, 'isBid': True, 'price': 99955, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:08:13.006000+00:00,MNQZ5.CME@RITHMIC,70124632208800,BUY,24980.0,28,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 28, 'isBid': True, 'price': 99920, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:08:12.953000+00:00,MNQZ5.CME@RITHMIC,70124579544299,BUY,24950.0,51,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 51, 'isBid': True, 'price': 99800, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:08:12.907000+00:00,MNQZ5.CME@RITHMIC,70124533600099,BUY,24944.0,24,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 24, 'isBid': True, 'price': 99776, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:08:12.881000+00:00,MNQZ5.CME@RITHMIC,70124506940000,BUY,24800.0,174,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 174, 'isBid': True, 'price': 99200, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:08:12.879000+00:00,MNQZ5.CME@RITHMIC,70124504998699,BUY,24750.0,32,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 32, 'isBid': True, 'price': 99000, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:08:12.868000+00:00,MNQZ5.CME@RITHMIC,70124494493599,BUY,24700.0,82,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 82, 'isBid': True, 'price': 98800, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:08:12.369000+00:00,MNQZ5.CME@RITHMIC,70123995025600,SELL,100120.0,22,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 22, 'isOtc': False, 'price': 100120.0, 'data_type': 'TRADE', 'isBidAggressor': True, 'isExecutionEnd': True, 'passiveOrderId': None, 'aggressorOrderId': None, 'isExecutionStart': True, 'serialVersionUID': -5266538964320734421}",TRADE
2025-11-14 07:08:12.311000+00:00,MNQZ5.CME@RITHMIC,70123937862100,SELL,100119.0,25,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 25, 'isOtc': False, 'price': 100119.0, 'data_type': 'TRADE', 'isBidAggressor': True, 'isExecutionEnd': True, 'passiveOrderId': None, 'aggressorOrderId': None, 'isExecutionStart': True, 'serialVersionUID': -5266538964320734421}",TRADE
2025-11-14 07:08:06.837000+00:00,MNQZ5.CME@RITHMIC,6868908095570,SELL,25057.75,20,LIMIT,UPDATE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 20, 'price': 100231, 'orderId': '6868908095570', 'event_type': 'REPLACE'}",MBO
2025-11-14 07:07:58.045000+00:00,MNQZ5.CME@RITHMIC,6868908036934,BUY,25000.75,20,LIMIT,UPDATE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 20, 'price': 100003, 'orderId': '6868908036934', 'event_type': 'REPLACE'}",MBO
2025-11-14 07:07:53.889000+00:00,MNQZ5.CME@RITHMIC,70105514879099,SELL,25057.75,25,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 25, 'isBid': False, 'price': 100231, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:07:53.864000+00:00,MNQZ5.CME@RITHMIC,70105489834399,SELL,25100.0,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 23, 'isBid': False, 'price': 100400, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:07:53.806000+00:00,MNQZ5.CME@RITHMIC,70105432155100,SELL,26500.0,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 23, 'isBid': False, 'price': 106000, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:07:53.681000+00:00,MNQZ5.CME@RITHMIC,70105307702499,BUY,25011.0,26,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 26, 'isBid': True, 'price': 100044, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:07:53.656000+00:00,MNQZ5.CME@RITHMIC,70105282173600,BUY,25002.0,31,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 31, 'isBid': True, 'price': 100008, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:07:53.649000+00:00,MNQZ5.CME@RITHMIC,70105275612400,BUY,25000.75,31,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 31, 'isBid': True, 'price': 100003, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:07:53.648000+00:00,MNQZ5.CME@RITHMIC,70105274187200,BUY,25000.5,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 20, 'isBid': True, 'price': 100002, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:07:53.628000+00:00,MNQZ5.CME@RITHMIC,70105253779499,BUY,24980.0,27,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 27, 'isBid': True, 'price': 99920, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:07:53.590000+00:00,MNQZ5.CME@RITHMIC,70105216656300,BUY,24950.0,49,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 49, 'isBid': True, 'price': 99800, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:07:53.568000+00:00,MNQZ5.CME@RITHMIC,70105194434399,BUY,24800.0,173,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 173, 'isBid': True, 'price': 99200, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:07:53.281000+00:00,MNQZ5.CME@RITHMIC,70104906639700,SELL,25200.0,101,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 101, 'isBid': False, 'price': 100800, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:07:52.746000+00:00,MNQZ5.CME@RITHMIC,70104372288500,BUY,25000.5,21,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 21, 'isBid': True, 'price': 100002, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:07:52.526000+00:00,MNQZ5.CME@RITHMIC,70104151919200,BUY,24950.0,51,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 51, 'isBid': True, 'price': 99800, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:07:50.639000+00:00,MNQZ5.CME@RITHMIC,70102265473499,BUY,24950.0,49,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 49, 'isBid': True, 'price': 99800, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:07:48.191000+00:00,MNQZ5.CME@RITHMIC,70099818380700,BUY,25002.0,29,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 29, 'isBid': True, 'price': 100008, 'data_type': 'DEPTH'}",DEPTH
