timestamp,symbol,price,side,event_type,iceberg_subtype,detected_size,confidence_score
2025-11-11 07:32:18.398018-05:00,MNQZ5.CME@RITHMIC,25619.75,SELL,STOP,,1,0.0
2025-11-11 07:32:18.398038-05:00,MNQZ5.CME@RITHMIC,25619.75,SELL,STOP,,1,0.0
2025-11-11 07:32:18.398046-05:00,MNQZ5.CME@RITHMIC,25619.75,SELL,STOP,,1,0.0
2025-11-11 07:32:19.264211-05:00,MNQZ5.CME@RITHMIC,25618.75,SELL,STOP,,1,0.0
2025-11-11 07:32:19.264239-05:00,MNQZ5.CME@RITHMIC,25618.75,SELL,STOP,,1,0.0
2025-11-11 07:32:19.264245-05:00,MNQZ5.CME@RITHMIC,25618.5,SELL,STOP,,1,0.0
2025-11-11 07:32:19.264256-05:00,MNQZ5.CME@RITHMIC,25618.5,SELL,STOP,,1,0.0
2025-11-11 07:32:19.264261-05:00,MNQZ5.CME@RITHMIC,25618.5,SELL,STOP,,1,0.0
2025-11-11 07:32:53.664849-05:00,MNQZ5.CME@RITHMIC,25623.5,SELL,STOP,,1,0.0
2025-11-11 07:33:05.448763-05:00,MNQZ5.CME@RITHMIC,25619.75,SELL,STOP,,1,0.0
2025-11-11 07:33:22.076007-05:00,MNQZ5.CME@RITHMIC,25617.75,SELL,STOP,,1,0.0
2025-11-11 07:33:22.076027-05:00,MNQZ5.CME@RITHMIC,25617.75,SELL,STOP,,1,0.0
2025-11-11 07:33:22.076037-05:00,MNQZ5.CME@RITHMIC,25617.75,SELL,STOP,,1,0.0
2025-11-11 07:33:22.076054-05:00,MNQZ5.CME@RITHMIC,25617.75,SELL,STOP,,1,0.0
2025-11-11 07:33:22.076065-05:00,MNQZ5.CME@RITHMIC,25617.75,SELL,STOP,,1,0.0
2025-11-11 07:33:45.466631-05:00,MNQZ5.CME@RITHMIC,25619.75,BUY,STOP,,1,0.0
2025-11-11 07:33:46.106521-05:00,MNQZ5.CME@RITHMIC,25620.5,BUY,STOP,,1,0.0
2025-11-11 07:33:51.352678-05:00,MNQZ5.CME@RITHMIC,25622.75,BUY,STOP,,1,0.0
2025-11-11 07:33:51.352683-05:00,MNQZ5.CME@RITHMIC,25622.75,BUY,STOP,,2,0.0
2025-11-11 07:35:06.327563-05:00,MNQZ5.CME@RITHMIC,25615.5,SELL,STOP,,1,0.0
2025-11-11 07:35:06.327567-05:00,MNQZ5.CME@RITHMIC,25615.5,SELL,STOP,,1,0.0
2025-11-11 07:35:06.327574-05:00,MNQZ5.CME@RITHMIC,25615.5,SELL,STOP,,1,0.0
2025-11-11 07:35:06.329346-05:00,MNQZ5.CME@RITHMIC,25615.5,SELL,STOP,,1,0.0
2025-11-11 07:35:06.329351-05:00,MNQZ5.CME@RITHMIC,25615.5,SELL,STOP,,1,0.0
2025-11-11 07:35:06.329364-05:00,MNQZ5.CME@RITHMIC,25615.5,SELL,STOP,,1,0.0
2025-11-11 07:35:06.329367-05:00,MNQZ5.CME@RITHMIC,25615.25,SELL,STOP,,1,0.0
2025-11-11 07:35:06.329545-05:00,MNQZ5.CME@RITHMIC,25615.25,SELL,STOP,,2,0.0
2025-11-11 07:35:06.329549-05:00,MNQZ5.CME@RITHMIC,25615.25,SELL,STOP,,2,0.0
2025-11-11 07:35:06.329558-05:00,MNQZ5.CME@RITHMIC,25615.25,SELL,STOP,,1,0.0
2025-11-11 07:35:06.329562-05:00,MNQZ5.CME@RITHMIC,25615.25,SELL,STOP,,1,0.0
2025-11-11 07:35:06.329570-05:00,MNQZ5.CME@RITHMIC,25615.25,SELL,STOP,,1,0.0
2025-11-11 07:35:06.329575-05:00,MNQZ5.CME@RITHMIC,25615.25,SELL,STOP,,1,0.0
2025-11-11 07:35:06.329583-05:00,MNQZ5.CME@RITHMIC,25615.25,SELL,STOP,,1,0.0
2025-11-11 07:35:06.329586-05:00,MNQZ5.CME@RITHMIC,25615.25,SELL,STOP,,1,0.0
2025-11-11 07:35:06.329593-05:00,MNQZ5.CME@RITHMIC,25615.25,SELL,STOP,,1,0.0
