timestamp,symbol,event_type,side,price,detected_size,estimated_total_size,fill_count,confidence_score,duration_ms,session_id,cbdr_window,iceberg_subtype
2025-11-13 08:18:05.221765,MNQZ5.CME@RITHMIC,STOP,SELL,25583.0,2,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:18:05.242798,MNQZ5.CME@RITHMIC,STOP,SELL,25582.5,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:18:05.242802,MNQZ5.CME@RITHMIC,STOP,SELL,25582.5,1,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:18:05.242886,MNQZ5.CME@RITHMIC,STOP,SELL,25582.5,1,3,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:18:27.890140,MNQZ5.CME@RITHMIC,STOP,SELL,25580.0,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:18:27.890145,MNQZ5.CME@RITHMIC,STOP,SELL,25580.0,1,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:18:27.890153,MNQZ5.CME@RITHMIC,STOP,SELL,25580.0,1,3,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:18:27.890158,MNQZ5.CME@RITHMIC,STOP,SELL,25580.0,1,4,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:19:25.689832,MNQZ5.CME@RITHMIC,STOP,BUY,25580.0,2,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:19:25.689842,MNQZ5.CME@RITHMIC,STOP,BUY,25580.0,1,3,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:19:25.689853,MNQZ5.CME@RITHMIC,STOP,BUY,25580.0,1,4,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:19:25.689858,MNQZ5.CME@RITHMIC,STOP,BUY,25580.25,1,5,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:00.029129,MNQZ5.CME@RITHMIC,STOP,BUY,25565.0,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:00.052309,MNQZ5.CME@RITHMIC,STOP,BUY,25565.25,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:00.052314,MNQZ5.CME@RITHMIC,STOP,BUY,25565.25,1,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:00.052324,MNQZ5.CME@RITHMIC,STOP,BUY,25565.5,1,3,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:23:00.052335,MNQZ5.CME@RITHMIC,STOP,BUY,25565.5,2,5,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
